#OTUID,taxonomy,confidence
f3b69dc39d633a371bac18701f5a1aef,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,0.8
203c9cf67c4a34ae7e089728211e005f,Unassigned,1
ea823323236940c48b244908077f822f,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
19c5424426cdbdf702b54cad2f518455,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
6a40ebc5c9345eaf20d431cb7f511c61,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Melanogastraceae;g__Melanogaster,0.666666667
5e8f91db6911acd4ad778ae56ac0f63d,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
bc81a072a0c36f38fd6e20872a8e0abf,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae,0.9
59e6b284356bb198d386bf737e95307e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,0.9
969ad0fe9084989bb8a601dec034b435,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia,0.833333333
b98e0470cf81c930aa5bbef0e9beb6a7,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia,0.833333333
ee544aa17dce60ec65099b018dbb8383,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
b2aef1afd1d47191f39b643642738470,k__Fungi;p__Ascomycota,0.7
eebf2769de5fe94de308714f807c393f,k__Fungi;p__Ascomycota,0.7
6f2a1dae37247741ec07059bbd8f5444,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Trichophyton,0.9
6d69ca1f0ac926ec94aa77c5dfcc79d3,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporobolomyces,0.8
624e310f845bbe6186a350d5528def6b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
b3c5693e2850494132a3f92225cf9d04,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales,1
da97fb69da260039d324dda984e91cc6,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta,0.8
95bd7fb1ef3ed67b3fe099e06d75e3d2,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
f5fc044d622c06455ae018e35e004867,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
eebc00c8ff05e2e478e7b5de6d1dd536,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae,0.8
d27fd5d0db46df1feff53e66de15132d,k__Fungi;p__Ascomycota,0.7
3875bd94ffa7cd83e946e6d48b00bacf,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.8
6f2f05537de54c4483a2e8e05758a8ff,Unassigned,1
294dcd9bc61b23a6e42a79d4b7effc0c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae,1
5c9026c5f076369dcb7d76b2727762d9,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora,0.8
b534137837c536033a33944397896210,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporidiobolus,0.6
2e235d82e9141f50c7f56051a7c47949,k__Fungi;p__Ascomycota,0.7
1b36052f651dd72e84cbef5f1dc839d3,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
7802bd2f45beb526571154a277e4e32b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Baeospora,1
d54ef8058c67442a315d76ffaed009a3,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
54103221a773e3d9222d9dc40fad98c1,Unassigned,1
d54444e4ca6f04c94da57868e54a9032,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.6
31b526da56a59da479dabe26192d0525,k__Fungi;p__Ascomycota,0.7
f252db7327debdef1dca17733cdf64dd,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;g__Ceramothyrium;s__Ceramothyrium_carniolicum,1
f2d39001879a81a0bda848eaf7284e75,k__Fungi;p__Ascomycota,0.7
32ae414dad4b5266e69d4839daa7c977,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
4b78dac1e3c188380851777cfaa6f309,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma,0.6
d136fc62d7248109630b440ff115533d,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces,0.8
7750f8152911b7c582480d78ae628583,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae,1
0574d10334c69937d74ed349d8c94a66,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
e32f900e3c56a3f0ca9d56a89a763cdb,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Fuscoporia,0.6
92c3360a4c0987b422c93d55652abb75,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
2007998b751423bc0537a3dcad62737d,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
290571a51b3097a6bd16d63515e63929,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,0.6
5271fabc5a06ee217f27930e4335d932,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
0c6230e256ecb55ad888690302738780,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae,1
a09c09d1d18f8ec810cae05623203625,k__Fungi;p__Basidiomycota;c__Microbotryomycetes,1
837899b092827ba5d1828534a6e6872e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta,0.8
e552303720812baee1f2a9ec5b907599,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,1
8cbda48bc46aca7f9f845d5338e552d4,k__Fungi;p__Ascomycota,0.7
db263878ede300490aa85a27edc9002e,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces,1
a9870aa4d45851c488404c4a86e0d9d1,Unassigned,1
acc0c5c86e2bfcfb9d24956cde1c4c84,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
e9661970ac62d91cd9a70e309d0bb8d5,Unassigned,1
cca2744a4c99de214d79d685173c397e,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma,1
6c9fcf3b2c3e2218d36c0dd3d1ac5a6e,k__Fungi;p__Ascomycota,0.7
31bc67a911b6cd10ef8fb8d4043975eb,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria,0.857142857
71f47d73ad7c2e70b676482374d6d93c,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Dendryphiella,1
52bb488fef859708f5e0452375e4eae9,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris,0.9
ea6d1c073e6bb3e1bf6f1d50c592ed19,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
fad8aad03ea40a906ef5169718d52fab,k__Fungi;p__Ascomycota,0.7
15a0b1c90660518d407147e7e62758b2,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora,0.8
1177698a6c757893bb445d1f9afc1378,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
202870ffc8ec92ecd0b559497a43145e,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,0.545454545
8b99900484013fa58a695c78b7b5f5d5,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium,1
6d648f8777d083e0692d85d7fb08bd93,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.8
dbe8e1105d52cfcdd22372825a141a40,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__unidentified,1
7559d85c8ab3d2cb813810a84c6ba983,k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__unidentified,0.857142857
6a5e4d7f36e3ac965e6e5be00975339f,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Biscogniauxia;s__unidentified,1
6de441b9b65430c3db90c148fc99b53b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae,0.6
35cec0dc641ef3c8c83ce3461a2a59cf,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
e4b88720c720856324414655ede5e1af,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Fomitopsis,0.666666667
263cc647e0e9839ad6e0f1b97348e892,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora,0.7
173b6bbb00af3cb881ace4fc0f382cba,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
30dd5f72e2b11e4ad9041d38a3986979,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
5f6d9f3211b5fd97a0b2043ecca35441,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
44dd913b4336ceabc011c428892ba657,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
380bb4692a439cb28c7cad870ade93b1,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
789dfe95fc0d0fd4484cd019f3e532aa,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.9
32059df6f841924d4fcbcb55f8258dec,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Botryobasidiaceae;g__Botryobasidium,1
3ddf1114e5b28e6216157bb88f2610d8,k__Fungi;p__Ascomycota,0.7
bab5f39863181e9219296958f4b85a99,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.6
bc1ab8c809eb924fadf56cccd4593916,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,0.8
06a2a840b9f0a38c6cc9e292de22cced,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
7f225c62c2c9511c845883458149a72e,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
81ec50270d71868d7fca1accaa3fe149,k__Fungi;p__Ascomycota,0.7
c55c3fc40d43e68fff1fbfc3472e1ed2,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma,1
e5fae067ed9d1c986fcbff55b8e8dfdb,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
def6117e509f7e9aacb8087a10fd573a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
697d01e7b4173f67e53a4e1a5182e261,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,0.7
36b9368a2a9e3ade38f4a2c9e2f54dfe,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.8
38b172f0e63db49cf79aa4073f6f87bd,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.9
87eb20f51f8c6eaade8fbb82bce299d8,k__Fungi;p__Ascomycota,0.7
349ac24750690da4bb79674eb5bf10be,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales,1
fccfaedc95df253b8ebce94a9d4b06e0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula,1
b6e30e96f3ed54d7121fc1ca9c6f9a08,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera_jadinii,1
2695d074e0a25421b18729354539b4c3,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
e39ad3c1882530f22bc25767c0246262,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
b7d332fa0f083f8e5d2b4ff0458ae3ea,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
27b5f1dfe9aff33b069426a1ca52d274,k__Fungi;p__Ascomycota,0.7
f74e92d8298204999144ac082ca3fdae,k__Fungi;p__Ascomycota,0.7
d6c42a51a303f66353c228e8495c408b,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
1f43485f07a887b52973fea5be3b9e63,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_tropicalis,0.8
513703c0b031777e8a905f676179eb00,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__unidentified;s__unidentified,1
9b947f3d8899cddcd58f8cf348ec63ed,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
08c6d761c87c7ebcb65c5b80a88962d8,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae,0.9
4f9209166164ec8cc579eff606a47c4f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
64fe244fca65d618ed0a4f80640c55d3,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia,0.6
b42a82344ab1488786e6f2ec99eab490,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae,0.6
3d638bbed266564440e7cf4901d80b50,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta,0.8
ffff3203efc3f42adb4769892a15fd51,k__Fungi;p__Ascomycota,0.7
0758f7a1f55164cf775703840122d9f5,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
bbc8cb6c48115c254df953a473ab3b14,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera,0.777777778
d4db217601749bfb661a4e09e2ff0343,k__Fungi;p__Ascomycota;c__Dothideomycetes,0.666666667
3ab67e14e43cbd0527a0ee5dbd818137,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Resinicium,1
f28425ea760e8bed904cd70d9610650a,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
d617ea8c73231a7e9744ef210b5d640e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Resinicium,1
9a7b1bb8e132794b0e4436e011284206,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales,1
b00a5ecad9363ded433fae9aedd0ddb5,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Lycoperdon,0.6
57c473993bf606b5165e6d6fb84dd49f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
a3d6d620b5c80afb657366acc2cdae9d,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
08eabff8810898f214a64f86af9d7bef,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
bae9460414648f959449601d970fca02,Unassigned,1
bc8209504cf208120f3b237e13c713a7,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Strelitziana,1
79e7d43823ad55a268878badbe870a8f,k__Fungi;p__Ascomycota,0.7
12b0505c25a01e3e6316e512121c803f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria,0.857142857
68131d19b649793cd2a4d4cc0536dc59,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,1
a248ba27318937fee31046285eba2939,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
69968e50a778044f9166a02f60771053,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Mycena;s__Mycena_polyadelpha,1
2b5c03807180f826184a3cce54f3c7d0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae,0.9
0d55ed58a4a0bb6cfbd4d6c6fe8e04bf,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
7a81f5d75fdb225bf052329fc6435a79,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
ab0404c37915b968e004057a97620fc2,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_uniguttulatus,1
0ff2d151d893738f341f2e0904c2e673,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.6
61b6817e80ef4c57e8072aa4da95cb0e,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae,0.6
b90b1c16afe34f04df43159318c2948e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
01162a8d6db3771e6e7868e81c37d2ec,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium,1
ca2b54d3545b72c4216bea9523318b5d,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
7ff75638815e906ba9bb463317fea79e,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera_jadinii,1
e896522b87bb7351c59597e2cbed338a,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.9
37c3b927ae0862664b853feefa9bd402,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_terreus,0.9
5524b3862e42a8f87638c15328bf38cd,Unassigned,1
dd0f7e92b2b3501a9433ad5e0fa41b42,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sumatraense,0.8
070df47313dcb46f95d32df501e3b051,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,1
c05d3dd050923f6b7b8618766a5dd0df,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
197d474a25bcbe5fd203d743acbff94b,Unassigned,1
51e1a155f8154e658515e1aa34a0ee69,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.9
0bee16717b79680dbfd4bdc4bf0ec39c,k__Fungi;p__Ascomycota,1
f55084d3d7d885192d518ed4df632338,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.9
e872b63a6aae6ee62cc62c1b1ae78447,Unassigned,1
cad090b8996e397bb92f13978448e7c2,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Corticiales;f__Vuilleminiaceae;g__Vuilleminia,1
9d46a830880a181a1c33d52f8eb085c3,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.6
0020599f968dc9f6306519aacd64756f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia,0.833333333
44da8af446faa8d83082889c3d33b429,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__Cryptococcus_uniguttulatus,1
1d409413edb5b9ddd3cdb2e056af7ced,k__Fungi;p__Ascomycota,0.7
a31830354f18b53877f4c4f3b2c8074b,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
171720a5fe2dd2543571dd644e0eb653,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Lycoperdon,0.6
31e596b8c2b9f6f3c668e32405b30289,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
f173ed7479b26be4ec1b110fc149727b,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,0.9
08dfb326727e462ef0b95e40c032d704,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces,1
de79e1482919812949328ea58101e579,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
d06c3507cf93a5324bcea7fc5c1b4847,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
1c38f82798cdcfaeafaec00a53f02c8d,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Itersonilia;s__Itersonilia_perplexans,0.666666667
1aed991cb20df38d81510bc3c8a85145,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Resinicium,1
0f855761879a0035b1239e1518420f64,k__Fungi;p__Ascomycota,0.7
ae49c0874d35f9ee9c87c1beb15a0845,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.9
33dc7f0249031790b57b1615970796fa,k__Fungi;p__Ascomycota,0.7
435216bd0e93a66e4a2be72afb692ea7,k__Fungi;p__Ascomycota,0.7
efcda7ba5f6c7acc1df22c30da0e668f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Trechisporales_fam_Incertae_sedis;g__Sistotremastrum;s__Sistotremastrum_suecicum,1
dabf863929336fbe8f1d74be95ef47a5,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
78a99e0adeb00e721384fb003a7a2039,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Phlebia,0.7
97f19f48714b7913321d0cea3204a279,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Resinicium,1
91720dfb2448c56b7d5d813098d59f40,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,1
fa576c6cd69b25f37dd53f583ce8692c,Unassigned,1
fc76832921578f358405a9cbe40726b2,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
7b683231a997256db28b54778a5f3bd5,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,0.9
1edd78bda419d2b89c02aca544fc00f5,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
2d936a9dacc62bbb8e0be38b2ec5e22e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
f5996b6f2de5b0daa20ca12f7f4688a0,Unassigned,1
923ae94f9281ea491832e54455eec2a6,Unassigned,1
7742a0d7f10a83d189d24b76a4439598,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales,1
d27edde941ad0815da40416b528372de,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
9737c02e67d255257565d62181875658,Unassigned,1
f78a0590eb8564bc075a0ed0e6b433c1,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Neophaeococcomyces,1
394c4fd35fb8f3ea0e81824609b23bef,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
9ff4f59975647adf03febd96537d6551,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.9
ecc9d4691e20a53703ec5fe02d574751,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma,0.8
9319aca3023ac26dac7ae0c0411515f1,k__Fungi;p__Ascomycota,0.7
71fef7757cc7be7bc4a323e9187f3cdc,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma,1
c226616904c69abd7fe20d121baa92bd,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
